REFCODE;Formula;SymMol;Cryst_spgr;Spgr_N;C_x;C_y;C_z;Mol_R;Mol_V;Cell_a
YOPRIF;Br3 C23 H12 N3 O6;3;P 4 3 2;207;0.225055;0.225055;0.225055;6.06625;935.054;18.608
ALIHOV;Al8 Br8 C80 H64 N16 O24;4 2 2;P 4 3 2;207;1;1;0.5;11.0399;5636.07;21.1427
