,Unnamed: 0,REFCODE,Formula,SymMol,Cryst_spgr,Spgr_N,C_x,C_y,C_z,Mol_R,Mol_V,Cell_a,CCDC_ID
615,145,KOFFAM01,C18 H21 N4,3,P 21 3,198,0.631525,0.631525,0.631525,5.603,736.782,13.2347,486604
616,146,KOFFAM01,Cl1 O4,-4 3 m,P 21 3,198,0.784398,0.784398,0.784398,1.44976,12.7635,13.2347,486604
617,147,JURJAJ,C33 H42 N3,3,P 21 3,198,0.168188,-0.831812,0.168188,9.40092,3480.07,15.155,454706
618,148,KOFFAM01,Cl1 O4,-4 3 m,P 21 3,198,0.409622,0.409622,0.409622,1.44505,12.6394,13.2347,486604
619,149,JURJAJ,Cl4 Zn1,-4 3 m,P 21 3,198,0.0416822,-0.958318,0.0416822,2.27057,49.0319,15.155,454706
620,150,KOFFAM01,Cl1 O4,-4 3 m,P 21 3,198,0.094594,0.094594,0.094594,1.4509,12.7935,13.2347,486604
621,151,JURHOV,C33 H36 N3,3,P 21 3,198,0.171058,-0.671058,-0.328942,9.39899,3477.92,15.1477,454702
622,152,JURHUB,C33 H39 N3,3,P 21 3,198,-0.419276,-0.419276,-0.419276,9.47399,3561.84,15.208,454703
623,153,JURHUB,Cl4 Hg1,3 m,P 21 3,198,-0.213418,-0.713418,-0.786582,2.523,67.2711,15.208,454703
624,154,JURHOV,Cl4 Co1,-4 3 m,P 21 3,198,-0.0416714,-1.04167,-0.0416714,2.27422,49.2692,15.1477,454702
625,155,LAVROP01,C21 H45 N3 Ni1 O3,3,P 21 3,198,0.685516,0.685516,0.685516,6.16708,982.458,14.008,509539
626,156,LAVROP02,C21 H45 N3 Ni1 O3,3,P 21 3,198,0.685711,0.685711,0.685711,6.30327,1048.99,14.008,509540
627,157,LAVROP01,F6 P1,m -3 m,P 21 3,198,0.478796,0.478796,0.478796,1.61264,17.5666,14.008,509539
628,158,LAVROP01,N1 O3,-6 m 2,P 21 3,198,0.111625,0.111625,0.111625,1.25503,8.28023,14.008,509539
629,159,LAVROP02,F6 P1,m -3 m,P 21 3,198,0.478791,0.478791,0.478791,1.61319,17.5847,14.008,509540
630,160,LAVROP02,N1 O3,-6 m 2,P 21 3,198,0.111643,0.111643,0.111643,1.25494,8.27831,14.008,509540
631,161,LIZKIO,C9 Cl1 Cu1 H27 N1 Sn3,3,P 21 3,198,0.355977,0.144023,0.855977,4.53149,389.763,15.504,529588
632,162,LIZKIO,C9 Cl1 Cu1 H27 N1 Sn3,3,P 21 3,198,0.354079,0.354079,1.35408,4.51623,385.838,15.504,529588
633,163,KURTIA01,C12 Cu1 H36 P4,3,P 21 3,198,0.543779,0.543779,0.543779,4.3248,338.825,13.4832,498366
634,164,KURTIA01,Cl2 Cu1,6/m,P 21 3,198,0.86648,0.86648,0.86648,2.08734,38.0941,13.4832,498366
635,165,KURTIA,C12 Cu1 H36 P4,3,P 21 3,198,0.0440566,0.0440566,0.0440566,4.29865,332.715,13.584,498365
636,166,KURTIA,Cl2 Cu1,6/m,P 21 3,198,0.366933,0.366933,0.366933,2.07205,37.2628,13.584,498365
637,167,LAVROP03,C21 H45 N3 Ni1 O3,3,P 21 3,198,0.686167,0.686167,0.686167,6.32307,1058.91,14.008,509541
638,168,LAVROP03,N1 O3,-6 m 2,P 21 3,198,0.111693,0.111693,0.111693,1.25567,8.2929,14.008,509541
639,169,NAMXOP,C6 N2,-6 m 2,P 21 3,198,0.340238,0.159763,0.840237,1.61042,17.4942,10.9842,599566
640,170,NAMXOP,Mo1 S4,-4 3 m,P 21 3,198,0.5793,0.0793,0.4207,2.19551,44.3282,10.9842,599566
641,171,LAVROP03,F6 P1,m -3 m,P 21 3,198,0.478725,0.478725,0.478725,1.61192,17.543,14.008,509541
642,172,NAUACE03,C6 H9 O8 U1,3,P 21 3,198,0.31372,0.81372,0.68628,4.77641,456.436,10.721,602491
643,173,NOPTUJ,C9 H9 O8 U1,3,P 21 3,198,-1.20329,0.203294,-0.296706,6.0609,932.582,11.5509,628968
644,174,NOPTUJ,H4 N1,3 m,P 21 3,198,-1.09382,-0.09382,-0.09382,0.909709,3.15343,11.5509,628968
645,175,OBENIT,C9 H12 O9 Ti1,3,P 21 3,198,-0.111592,-0.111592,-0.111592,4.37957,351.861,11.649,641802
646,176,NAUACE01,C6 H9 O8 U1,3,P 21 3,198,0.435115,0.435115,0.435115,4.85683,479.882,10.689,602489
647,177,OBENIT,H4 N1,3 m,P 21 3,198,-0.3787,0.3787,-0.1213,1.24692,8.12062,11.649,641802
648,178,OBENIT,H4 N1,3 m,P 21 3,198,-0.273,-0.273,-0.273,1.03132,4.5947,11.649,641802
649,179,NEZNUC,C6 Eu1 F18 H6 N3 O15 S6,3,P 21 3,198,0.447722,0.447722,0.447722,5.91453,866.638,18.4702,613770
650,180,NEZNUC,C6 Eu1 F18 H6 N3 O15 S6,3,P 21 3,198,0.200971,0.200971,0.200971,6.08652,944.457,18.4702,613770
651,181,OCEGUA,C19 H36 N3,3,P 21 3,198,0.805402,0.194598,0.694598,6.11053,955.681,12.893,644256
652,182,NOWSUP,C18 Cu1 H42 N6,3,P 21 3,198,0.38142,0.88142,0.61858,6.30203,1048.37,14.1727,631096
653,183,NOWSUP,H2 O1,m m 2,P 21 3,198,0.461933,1.14371,0.420167,0.704037,1.46171,14.1727,631096
654,184,OLIKEB,C27 H18 N3 O4 P1,3,P 21 3,198,0.0192951,0.519295,0.980705,7.02092,1449.63,13.3936,660182
655,185,OJUGIL,C30 H36 N18 Ru1,3,P 21 3,198,0.627959,0.127959,0.372041,6.64636,1229.78,16.5615,656838
656,186,OJUGIL,F6 P1,-3 m,P 21 3,198,0.0954086,0.0954086,0.0954086,1.58856,16.7914,16.5615,656838
657,187,OJUGIL,F6 P1,-3 m,P 21 3,198,0.881479,0.118521,0.618521,1.59097,16.8679,16.5615,656838
658,188,PAJTAY,Br1 C18 Co1 H18 N4,3,P 21 3,198,0.362747,0.362747,0.362747,5.59469,733.505,12.626,684056
659,189,OYEBOK,C36 Cd3 Cu1 H30 I3 S6,3,P 21 3,198,-0.0595822,0.940418,0.940418,7.83118,2011.68,25.6177,677989
660,190,PEMMEB,C39 H45 Mn1 N8,3,P 21 3,198,0.271774,0.728226,0.228226,5.98803,899.35,17.9947,695295
661,191,OKIPOP,C51 Cl3 H60 Mo3 N3 P3 S4,3,P 21 3,198,0.422584,0.077416,-0.077416,8.40367,2485.9,19.0728,658219
662,192,OKIPOP,B1 F4,3 m,P 21 3,198,0.1638,0.1638,0.1638,1.4173,11.9251,19.0728,658219
663,193,PEMMEB,C6 H6,6/m m m,P 21 3,198,0.269033,0.0752692,0.367461,2.32583,52.7001,17.9947,695295
664,194,POHCOE,C6 H18 O1 Sb3,3,P 21 3,198,0.435332,0.435332,0.435332,3.98743,265.555,11.165,712510
665,195,PULTOH,C6 F18 H6 N3 Nd1 O15 S6,3,P 21 3,198,0.201496,0.701496,0.798504,6.10378,952.518,18.4695,723678
666,196,PEMMEB,F6 P1,m -3 m,P 21 3,198,0.0128543,0.987146,0.487146,1.59872,17.1156,17.9947,695295
667,197,PEMMEB,F6 P1,m -3 m,P 21 3,198,0.0913786,0.0913786,0.0913786,1.60039,17.1695,17.9947,695295
668,198,PULTOH,C6 F18 H6 N3 Nd1 O15 S6,3,P 21 3,198,0.447517,0.947517,0.552483,5.90742,863.515,18.4695,723678
669,199,OKIPUV,C51 Cl3 H60 Mo3 N3 P3 S4,3,P 21 3,198,-0.93651,-0.93651,0.0634905,8.39273,2476.2,19.5506,658223
670,200,OKIPUV,C7 H8,1,P 21 3,198,-1.03749,-0.730733,-0.28402,2.90097,102.26,19.5506,658223
671,201,PULVEZ,C6 F18 Gd1 H6 N3 O15 S6,3,P 21 3,198,0.451076,0.548924,0.0489239,6.07265,938.019,18.3973,723691
672,202,PULVOJ,C6 Ce1 F18 H6 N3 O15 S6,3,P 21 3,198,0.202354,0.702354,0.797646,6.13004,964.863,18.5172,723697
673,203,OKIPUV,B1 F4,-4 3 m,P 21 3,198,-0.77036,-0.72964,-0.27036,1.37821,10.9652,19.5506,658223
674,204,PULVEZ,C6 F18 Gd1 H6 N3 O15 S6,3,P 21 3,198,0.801857,0.698143,0.301857,5.90968,864.505,18.3973,723691
675,205,PULVOJ,C6 Ce1 F18 H6 N3 O15 S6,3,P 21 3,198,0.447095,0.947095,0.552905,5.90962,864.48,18.5172,723697
676,206,PUZQOQ,C9 Cl3 H27 In1 N1 Sn3,3,P 21 3,198,1.0264,0.026398,0.026398,4.21051,312.666,12.9021,728595
677,207,QAMBAI,C18 Cl1 Co1 H18 N4,3,P 21 3,198,0.137476,0.137476,0.137476,5.58605,730.114,12.3978,734293
678,208,PUZQUW,Br3 C9 H27 In1 N1 Sn3,3,P 21 3,198,0.222073,0.277927,0.722073,4.29257,331.304,12.989,728599
679,209,QAMBAI01,C18 Cl1 Co1 H18 N4,3,P 21 3,198,0.362525,0.362525,0.362525,5.58618,730.163,12.394,734294
680,210,QIRWIZ,C12 Cl1 Cr1 H30 N4,3,P 21 3,198,0.26633,0.73367,0.23367,4.14017,297.255,11.9655,751896
681,211,QOSVEZ,C9 H27 N4,3,P 21 3,198,0.70835,0.70835,0.70835,4.52235,387.409,11.4807,761143
682,212,QAZLUA,C30 Co1 H24 N6,3,P 21 3,198,0.54005,0.95995,0.0400505,5.61889,743.068,15.7518,739268
683,213,QOZGUJ,C12 H24 O38 Th6,3,P 21 3,198,-0.568023,-0.931977,-0.0680233,5.91625,867.391,18.457,763452
684,214,QOZKOI,H4 N1,3 m,P 21 3,198,0.10382,0.60382,0.89618,1.01409,4.36828,7.586,763516
685,215,QOZKOI,O4 P1,3 m,P 21 3,198,0.358878,0.141122,0.858878,1.57643,16.4097,7.586,763516
686,216,QUZKAA,Br1 C21 H36 Mg1 N6,3,P 21 3,198,0.600967,0.600967,0.600967,6.28789,1041.34,17.1849,773900
687,217,QUZKAA,Br2 C21 H36 Mg1 N6,3,P 21 3,198,0.166299,0.333701,0.666299,6.47022,1134.58,17.1849,773900
688,218,PUWPIJ,C69 Ce1 H69 N6,3,P 21 3,198,0.766115,0.766115,0.766115,8.16588,2280.79,18.5568,727349
689,219,RANJIA,C24 Cl1 Fe1 H54 N1 P3,3,P 21 3,198,1.00848,0.00847655,0.00847655,5.78473,810.822,14.8923,778944
690,220,QAZLUA,Mo6 O19,m -3 m,P 21 3,198,0.536375,0.463625,-0.0363752,4.00412,268.905,15.7518,739268
691,221,RETNIN,C3 H9 Li1 N1,3,P 21 3,198,0.11115,0.11115,0.11115,2.66065,78.8934,11.476,790470
692,222,RARCAP,C6 F18 H6 La1 N3 O15 S6,3,P 21 3,198,0.303641,0.696359,0.196359,5.91309,866.003,18.5702,780164
693,223,RETNIN,C7 H21 W1,3,P 21 3,198,0.367624,0.367624,0.367624,3.2908,149.273,11.476,790470
694,224,RANJIA,F6 P1,m -3 m,P 21 3,198,0.898751,0.398751,0.101249,1.60215,17.2261,14.8923,778944
695,225,RARCAP,C6 F18 H6 La1 N3 O15 S6,3,P 21 3,198,0.0471853,0.0471853,0.0471853,6.15558,976.973,18.5702,780164
696,226,RUTREF,C15 H12 N3 O3 S3 Si1,3,P 21 3,198,0.472717,0.472717,0.472717,6.15154,975.049,13.9483,814977
697,227,RUTREF,C1 Cl3 D1,3 m,P 21 3,198,0.133904,0.366096,0.633904,1.71352,21.0738,13.9483,814977
698,228,RUTREF,C1 Cl3 D1,3 m,P 21 3,198,0.303998,0.303998,0.303998,1.72065,21.3378,13.9483,814977
699,229,ROGMAE01,C9 H9 O8 U1,3,P 21 3,198,0.202715,-0.702715,-0.297285,6.07377,938.536,11.5861,803263
700,230,SAFCOV,C12 H30 I1 N4 Zn1,3,P 21 3,198,0.263257,0.263257,0.263257,4.09694,288.041,12.567,818711
701,231,RONDAZ,C9 H28 N1 Sn3,3,P 21 3,198,0.359295,0.640715,0.140715,4.22313,315.485,15.587,805797
702,232,SIFXIQ,Br1 C12 H30 Mg1 N4,3,P 21 3,198,0.48557,0.48557,0.48557,4.11939,292.802,12.193,837966
703,233,RONDAZ,C9 H28 N1 Sn3,3,P 21 3,198,0.637328,0.362672,-0.137328,4.21026,312.609,15.587,805797
704,234,TANYEM,C3 Fe1 N1 O4,3 m,P 21 3,198,0.543829,0.543829,0.543829,3.08473,122.949,8.853,868929
705,235,SEWBUS,C23 H30 N6 Zn1,3,P 21 3,198,0.682857,0.317143,0.817143,5.87915,851.174,13.9397,834944
706,236,SEWBUS,Cl1 O4,3 m,P 21 3,198,0.919412,0.919412,0.919412,1.37497,10.8882,13.9397,834944
707,237,SEWBUS,Cl1 O4,-4 3 m,P 21 3,198,0.413638,0.086362,0.913638,1.43808,12.4574,13.9397,834944
708,238,TAVVOE,C19 Co1 H39 N2 S4,3,P 21 3,198,0.692617,0.192617,0.307383,5.59636,734.164,14.1508,871545
709,239,TAVVOE,Cl1 O4,-4 3 m,P 21 3,198,0.842034,0.657966,0.342034,1.44164,12.55,14.1508,871545
710,240,TIXGOY,C18 H38 N2 O6,3,P 21 3,198,0.250591,0.249409,0.750591,4.74473,447.414,16.3228,891357
711,241,TIXGOY,C6 H18 I4 O6 Zn4,3,P 21 3,198,0.180608,0.180608,0.180608,4.8825,487.532,16.3228,891357
712,242,SOJDUQ,C24 Cu3 H54 N12 O1,3,P 21 3,198,-0.135531,-0.135531,-0.135531,5.43526,672.57,20.443,848078
713,243,TORMUK,C45 H48 N6 Ni1 O3,3,P 21 3,198,0.113385,0.613385,0.886615,8.41766,2498.33,17.5584,898655
714,244,TORMUK,Cl1 O4,3 m,P 21 3,198,0.261262,0.738738,0.238738,1.3855,11.1402,17.5584,898655
715,245,TORMUK,Cl1 O4,3 m,P 21 3,198,0.78563,0.71437,0.28563,1.35988,10.5335,17.5584,898655
716,246,TORMUK,C2 H3 N1,3 m,P 21 3,198,0.977817,0.368617,0.226533,2.012,34.1159,17.5584,898655
717,247,TRIAEH01,C6 H21 N4,3,P 21 3,198,-0.232326,-0.232326,-0.232326,3.39466,163.857,10.87,901889
718,248,TRIAEH02,C6 H21 N4,3,P 21 3,198,-0.483961,-0.0160394,0.0160394,3.53514,185.053,10.875,901890
719,249,SOJDUQ,C24 Cu3 H54 N12 O1,3,P 21 3,198,0.133976,0.133976,0.133976,5.46494,683.648,20.443,848078
720,250,SOJDUQ,Cl1 O4,-4 3 m,P 21 3,198,0.313218,0.313218,0.313218,1.37675,10.9304,20.443,848078
721,251,TRIAEH03,C6 H21 N4,3,P 21 3,198,0.985235,0.485235,0.0147645,3.47825,176.261,10.882,901891
722,252,SOJDUQ,Cl1 O4,-4 3 m,P 21 3,198,0.5095,0.5095,0.5095,1.40808,11.6939,20.443,848078
723,253,SOJDUQ,Cl1 O4,-4 3 m,P 21 3,198,-0.43452,-0.246928,-0.16018,1.3872,11.1813,20.443,848078
724,254,SOJDUQ,Cl1 O4,-4 3 m,P 21 3,198,-0.094772,-0.080108,0.17659,1.40768,11.6839,20.443,848078
725,255,UROVIH,C12 Cl1 Cu1 H30 N4,3,P 21 3,198,0.515446,0.484554,0.984554,4.06154,280.638,11.8548,938455
726,256,VADFOV,C16 N3,3,P 21 3,198,0.541342,-0.458658,0.541342,6.14454,971.725,12.886,950667
727,257,VADFOV,Cl1 O4,-4 3 m,P 21 3,198,0.618002,0.118002,0.381998,1.45253,12.8366,12.886,950667
728,258,VADFOV,Cl1 O4,-4 3 m,P 21 3,198,0.209028,0.209028,0.209028,1.44115,12.5374,12.886,950667
729,259,TUJNAO,C30 Co1 H24 N6,3,P 21 3,198,0.289922,0.789922,0.710078,5.61534,741.658,15.7754,904858
730,260,VATKIL01,C6 H21 N4,3,P 21 3,198,0.492768,0.492768,0.492768,3.4833,177.03,11.089,956972
731,261,TIJDEW,C39 H51 N6,3,P 21 3,198,0.539673,0.539673,0.539673,5.95667,885.291,16.6032,886348
732,262,TIJDEW,Cl4 Fe1,-4 3 m,P 21 3,198,0.051998,0.448002,0.551998,2.20731,45.0472,16.6032,886348
733,263,TIJDEW,Cl4 Fe1,3 m,P 21 3,198,0.253362,0.253362,0.253362,2.23987,47.0701,16.6032,886348
734,264,VOBXEP,C6 H21 N4,3,P 21 3,198,-0.246459,-0.246459,-0.246459,3.54117,186.001,11.858,978109
735,265,VOBXEP,Cl1 O4,-4 3 m,P 21 3,198,0.043654,0.043654,0.043654,1.42855,12.2112,11.858,978109
736,266,VOBXEP,Cl1 O4,-4 3 m,P 21 3,198,0.562972,0.562972,0.562972,1.43517,12.3818,11.858,978109
737,267,VOBXEP,Cl1 O4,-4 3 m,P 21 3,198,0.27723,0.27723,0.27723,1.43115,12.2782,11.858,978109
738,268,VOBXEP01,C6 H21 N4,3,P 21 3,198,0.00256774,-0.00256774,-0.502568,3.57096,190.735,11.884,978110
739,269,VOBXEP01,Cl1 O4,-4 3 m,P 21 3,198,0.293972,0.706028,0.206028,1.42382,12.0903,11.884,978110
740,270,VOBXEP01,Cl1 O4,-4 3 m,P 21 3,198,0.687328,0.812672,0.187328,1.43924,12.4876,11.884,978110
741,271,VOBXEP01,Cl1 O4,-4 3 m,P 21 3,198,0.027828,0.027828,0.027828,1.43328,12.3331,11.884,978110
742,272,VUYDEZ,C6 H21 N3 Ni1 O3,3,P 21 3,198,1.00638,0.506382,0.993618,3.25075,143.889,11.3,992952
743,273,VUYDEZ,N1 O3,-6 m 2,P 21 3,198,0.946525,0.946525,0.946525,1.24817,8.14507,11.3,992952
744,274,VETQER,C48 H36 N2 S6,3,P 21 3,198,0.742673,0.242673,0.257327,8.97987,3033.1,16.006,966290
745,275,WILZIA01,Au1 C24 H54 P2,3,P 21 3,198,0.985694,0.0143057,0.514306,5.47734,688.313,14.3319,1015790
746,276,WOKSUM,C12 H15 O8 U1,3,P 21 3,198,0.560558,0.0605581,-0.560558,7.11388,1507.98,12.4521,1023659
747,277,TUJNAO,O19 W6,m -3 m,P 21 3,198,0.785874,0.785874,0.785874,4.02589,273.315,15.7754,904858
748,278,WILZIA,Au1 C24 H54 P2,3,P 21 3,198,0.234383,0.734383,0.765617,5.47341,686.83,14.297,1015789
749,279,XICREH,B1 C7 H16 N1,3,P 21 3,198,0.742631,0.242631,0.257369,2.99341,112.35,9.2919,1056042
750,280,XOLVEC,Bi2 Br9,3,P 21 3,198,0.973638,-0.0263618,0.973638,4.16578,302.806,14.5215,1068047
751,281,XEWHUE,C54 Fe1 H48 N6,3,P 21 3,198,0.887118,0.612882,0.387118,7.38011,1683.7,17.37,1053772
752,282,XEWHUE,Cl1 O4,-4 3 m,P 21 3,198,0.066512,0.433488,0.566512,1.42823,12.2031,17.37,1053772
753,283,XEWQIA,C10 Cu1 H21 N3 O1,3,P 21 3,198,0.731358,0.268642,0.768642,4.18874,307.841,11.3362,1053900
754,284,XEWHUE,Cl1 O4,-4 3 m,P 21 3,198,0.948672,0.448672,0.051328,1.41096,11.7659,17.37,1053772
755,285,XEWHUE,C2 H3 N1,3 m,P 21 3,198,0.905917,0.0940833,0.594083,2.06438,36.8507,17.37,1053772
756,286,XEWQIA,Cl1 O4,-4 3 m,P 21 3,198,0.719358,0.219358,0.280642,1.41689,11.9148,11.3362,1053900
757,287,XOLVEC,C3 H9 S1,3 m,P 21 3,198,0.249979,0.249979,0.249979,2.2577,48.2032,14.5215,1068047
758,288,XOLVEC,C3 H9 S1,3 m,P 21 3,198,1.02372,0.523722,0.976278,2.25106,47.779,14.5215,1068047
759,289,XUNHIY,As2 C36 H30 S6,3,P 21 3,198,0.0409934,-0.0409934,1.45901,6.14218,970.607,16.3746,1077429
760,290,XUNHIY,C1 Cl3 H1,3 m,P 21 3,198,0.5301,0.0301,1.4699,1.72813,21.6173,16.3746,1077429
761,291,XUNHIY,C1 Cl3 H1,3 m,P 21 3,198,0.78687,0.78687,0.78687,1.70457,20.7455,16.3746,1077429
762,292,XOLVEC,C3 H9 S1,3 m,P 21 3,198,0.795685,0.295685,0.204315,2.23874,46.999,14.5215,1068047
763,293,XUGSOJ,C51 Fe1 H51 N9,3,P 21 3,198,0.62549,0.37451,0.87451,8.01488,2156.59,17.3767,1075141
764,294,XUGSOJ,Cl1 O4,-4 3 m,P 21 3,198,0.79857,0.20143,0.70143,1.39862,11.4598,17.3767,1075141
765,295,XUGSOJ,Cl1 O4,-4 3 m,P 21 3,198,0.266486,0.233514,0.766486,1.44509,12.6405,17.3767,1075141
766,296,YIWKUL,Br1 C18 Cu1 H18 N4,3,P 21 3,198,0.1128,0.3872,0.6128,5.58977,731.572,12.6335,1107068
767,297,YAPNIM,C24 Co1 H27 N7 O3,3,P 21 3,198,0.362413,0.362413,0.362413,6.09431,948.09,15.069,1087552
768,298,YOQGAO,C6 H21 N3 Ni1 O3,3,P 21 3,198,0.751328,0.751328,0.751328,3.42317,168.02,11.4822,1113784
769,299,YOQGAO,N1 O3,-6 m 2,P 21 3,198,0.683975,0.316025,0.816025,1.23291,7.84992,11.4822,1113784
770,300,YOQGAO,N1 O3,-6 m 2,P 21 3,198,0.4921,0.5079,1.0079,1.18562,6.98086,11.4822,1113784
771,301,YOSRAZ,C6 H8 O6,1,P 21 3,198,0.251722,0.149342,0.502273,2.93255,105.636,12.817,1114737
772,302,YAPNIM,F6 P1,m -3 m,P 21 3,198,0.599171,0.599171,0.599171,1.56214,15.9675,15.069,1087552
773,303,ZEZYEI,Be1 C15 Cl1 H24 N6,3,P 21 3,198,0.0118666,0.488134,0.511866,4.8117,466.63,15.707,1138233
774,304,YAPNIM,F6 P1,m -3 m,P 21 3,198,0.0552,0.0552,0.0552,1.57133,16.251,15.069,1087552
775,305,YAPNIM,C2 N1,1,P 21 3,198,-0.1458,-0.1458,-0.1458,1.37809,10.9626,15.069,1087552
776,306,ZEZYEI,Be1 C15 Cl1 H24 N6,3,P 21 3,198,-0.00597298,0.494027,0.00597298,4.89462,491.17,15.707,1138233
777,307,ZIDYET,C6 H14 N2,3 2,P 21 3,198,-0.257748,1.24225,0.257748,2.37523,56.1295,14.2859,1139136
778,308,ZIDYET,C6 H14 N2,3 2,P 21 3,198,0.256215,0.756215,0.743785,2.37,55.7601,14.2859,1139136
779,309,ZIDYET,H3 O1,3 m,P 21 3,198,0.003625,1.00362,0.003625,0.75258,1.78539,14.2859,1139136
780,310,ZIDYET,H3 O1,3 m,P 21 3,198,-0.00277,1.00277,0.50277,0.707041,1.4805,14.2859,1139136
781,311,ZUQGUP,C30 H39 N4 O3 P1,3,P 21 3,198,0.730077,0.769923,0.230077,7.35438,1666.15,18.1117,1154790
782,312,ZIDYET,Cl1 O4,-4 3 m,P 21 3,198,0.002628,0.985696,0.241116,1.4419,12.5568,14.2859,1139136
783,313,ZIDYET,Cl1 O4,-4 3 m,P 21 3,198,0.000798,1.01531,0.74433,1.44325,12.5922,14.2859,1139136
784,314,YICTUA,C40 Cl3 H66 N6 Ni2 O6,3,P 21 3,198,-0.029398,-0.029398,-0.029398,6.8428,1342.08,17.863,1100511
785,315,YICTUA,C2 H6 O1,1,P 21 3,198,0.555989,-0.16289,-0.0707,2.20568,44.9471,17.863,1100511
786,316,ZZZWKI01,C9 H15 O8 U1,3,P 21 3,198,0.695554,0.195554,0.304446,6.03338,919.936,11.4329,1161836
787,317,ZZZWJS01,C6 Np1 O8,3 m,P 21 3,198,0.181383,0.181383,0.181383,4.34335,343.202,10.638,1161833
788,318,ZUQGUP,C30 H39 N4 O3 P1,3,P 21 3,198,0.971106,-0.0288944,-0.0288944,7.28177,1617.29,18.1117,1154790
789,319,ZZZWKM13,C9 H15 O8 U1,3,P 21 3,198,0.549081,0.450919,-0.0490812,6.12328,961.677,11.605,1161842
790,320,ZZZWKM13,H4 N1,-4 3 m,P 21 3,198,0.85002,0.35002,0.14998,0.988073,4.04057,11.605,1161842
791,321,OYEBOK,C116 Cu8 H102 N4 P4 S6,3,P 21 3,198,0.639982,0.639982,0.639982,9.04024,3094.68,25.6177,677989
792,322,OYEBOK,C2 H3 N1,3 m,P 21 3,198,0.663683,0.916017,0.8886,2.14999,41.6281,25.6177,677989
793,0,JUFWUC,C12 Cs4 H36 N4 Si4,2 3,P 2 3,195,0.0,0.0,0.0,5.79725,816.097,9.201,451669
794,0,KERGEV,C6 Fe1 O12,3,P 41 3 2,213,0.513463,0.486537,-0.0134632,4.05933,280.18,13.597,472974
795,1,RORRAR,C6 Fe1 O12,3,P 41 3 2,213,0.0133063,0.0133063,0.0133063,4.04323,276.861,13.555,806938
796,2,PHSNSB,C2 H6 N6 S3 Si2,3 2,P 41 3 2,213,0.375,0.375,0.375,4.01982,272.08,10.245,701264
797,3,SERNAE,Al1 C6 H6 O9,3,P 41 3 2,213,-0.0246655,-0.0246655,-0.0246655,3.92193,252.683,12.872,833355
798,4,VIDTEK,C6 Fe1 O12,3 2,P 41 3 2,213,-0.0114616,0.488538,0.0114616,4.01465,271.03,13.7995,969837
799,5,SERNAE10,Al2 C12 H15 O18,3 2,P 41 3 2,213,-0.125,-0.125,-0.125,5.18095,582.511,12.872,833356
800,6,EWEPEE,Ag3 C12 H36 N6 Rh2 S6,3 2,P 41 3 2,213,0.636037,0.636037,0.636037,5.77454,806.545,19.329,233577
801,7,EWEPEE,C4 H4 O6,2,P 41 3 2,213,0.750924,0.999076,0.875,2.81817,93.7518,19.329,233577
802,8,EWEFIY,Ag3 C12 Co2 H36 N6 S6,3 2,P 41 3 2,213,0.636199,0.636199,0.636199,5.74675,794.955,19.2754,233432
803,9,EWEFIY,C4 H4 O6,2,P 41 3 2,213,0.750427,0.999573,0.875,2.79872,91.8239,19.2754,233432
804,0,YOPRIF,Br3 C23 H12 N3 O6,3,P 4 3 2,207,0.225055,0.225055,0.225055,6.06625,935.054,18.608,1113566
805,1,ALIHOV,Al8 Br8 C80 H64 N16 O24,4 2 2,P 4 3 2,207,1.0,1.0,0.5,11.0399,5636.07,21.1427,20208
806,0,ANTTFA,C6 F9 O6 Sb1,3,P 43 3 2,212,-0.00629955,-0.00629955,-0.00629955,4.7157,439.252,13.84,25496
807,1,NIRQOU,C6 Fe1 O12,3,P 43 3 2,212,0.986647,0.986647,0.986647,4.03806,275.801,13.536,620359
808,2,GUANSL02,C1 H6 N3,-6 m 2,P 43 3 2,212,0.467613,0.217613,0.375,1.91726,29.5202,17.8273,323458
809,3,GUANSL02,C1 H6 N3,1,P 43 3 2,212,0.411193,-0.165028,0.361335,1.95498,31.297,17.8273,323458
810,4,GUANSL02,C1 H6 N3,-6 m 2,P 43 3 2,212,0.125,-0.125,0.375,1.91615,29.4688,17.8273,323458
811,5,GUANSL02,O4 S1,-4 3 m,P 43 3 2,212,0.297504,0.047504,0.375,1.48331,13.6701,17.8273,323458
812,6,GUANSL02,O4 S1,-4 3 m,P 43 3 2,212,0.444742,0.444742,0.444742,1.48701,13.7727,17.8273,323458
813,7,VIDTAG,C6 Fe1 O12,3 2,P 43 3 2,212,0.261478,0.738522,0.238522,4.01232,270.559,13.8058,969834
814,8,WIBCUF02,C18 H15 I2 Sb1,3 2,P 43 3 2,212,0.375,0.125,0.875,5.80735,820.37,12.365,1011877
815,9,ZZZWMY01,C21 Cl2 H12 Sb1,3 2,P 43 3 2,212,0.125,0.125,0.125,6.38514,1090.4,12.729,1161857
816,10,ZZZWNC01,Br2 C21 Sb1,3 2,P 43 3 2,212,0.875,0.375,1.125,6.40853,1102.43,12.859,1161859
817,11,EWEPOO,Ag3 C12 Co2 H36 N6 S6,3 2,P 43 3 2,212,0.363813,0.363813,0.363813,5.74949,796.092,19.2722,233585
818,12,EWEPOO,C4 H4 O6,2,P 43 3 2,212,0.249673,0.0003275,0.125,2.79726,91.6798,19.2722,233585
819,13,ZZZWNC02,Br2 C21 H18 Sb1,3 2,P 43 3 2,212,0.875,0.375,1.125,6.75638,1291.87,12.7068,1161860
