REFCODE;Formula;SymMol;Cryst_spgr;Spgr_N;C_x;C_y;C_z;Mol_R;Mol_V;Cell_a
ZISCUC01;Cl4 Fe1;-4 3 m;P m -3 m;221;0.9768;1.0168;1.019;2.0635;36.8033;6.989
ZISCUC01;C4 Cl1 H11 N1;m;P m -3 m;221;0.466988;0.521776;0.505382;2.67326;80.0205;6.989
