REFCODE;Formula;SymMol;Cryst_spgr;Spgr_N;C_x;C_y;C_z;Mol_R;Mol_V;Cell_a
BOWYUJ;C4 H12 P1;-4 3 m;F -4 3 m;216;0.25;0.75;0.25;2.32876;52.8994;11.133
BOWYUJ;Br4 Fe1;-4 3 m;F -4 3 m;216;0.25;0.25;0.25;2.33593;53.3896;11.133
PIZFAF;C6 H12 N4;-4 3 m;F -4 3 m;216;0.25;0.25;0.25;2.42272;59.5644;13.571
PIZFAF;Br4 C10 H12;-4 3 m;F -4 3 m;216;0;0;0;3.47884;176.351;13.571
PIZFAF;Br4 C1;-4 3 m;F -4 3 m;216;0.5;0.5;0.5;1.90866;29.1247;13.571
