REFCODE;Formula;SymMol;Cryst_spgr;Spgr_N;C_x;C_y;C_z;Mol_R;Mol_V;Cell_a
FIMCOT;C4 F12 Ge4 S6;-4 3 m;F d 3 m;227;0.125;0.125;0.125;4.72662;442.312;15.826
ZNOXAC01;C12 O13 Zn4;-4 3 m;F d 3 m;227;0.125;0.125;0.125;5.09282;553.288;16.402
FIMCUZ;C4 F12 Ge4 Se6;-4 3 m;F d 3 m;227;0.125;0.125;0.125;4.82289;469.892;16.056
BIZGOH;C24 Cu1 H48 N12 P4;-4 3 m;F d -3 m;227;0.125;0.125;0.125;6.23231;1013.97;19.795
BIZGOH;H2 O1;m m 2;F d -3 m;227;0.375;0.139667;0.375;0.661954;1.21495;19.795
