REFCODE;Formula;SymMol;Cryst_spgr;Spgr_N;C_x;C_y;C_z;Mol_R;Mol_V;Cell_a
ZIDYET04;Cl1 O4;-4 3 m;F m -3 c;226;0.5;0.5;0.25;1.40581;11.6373;14.5212
SECJUI;B12 F12;1;F m -3 c;226;0.5;0.5;0.5;3.08397;122.859;14.4176
